id	char	class	unicode_bytes
1194	🤽	main_component	"b'\\U0001f93d'"
1195	🕴	main_component	"b'\\U0001f574'"
1196	🚓	main_component	"b'\\U0001f693'"
1197	📪	main_component	"b'\\U0001f4ea'"
1198	😕	main_component	"b'\\U0001f615'"
1199	⏰	main_component	"b'\\u23f0'"
1200	🚝	main_component	"b'\\U0001f69d'"
1201	🌤	main_component	"b'\\U0001f324'"
1202	🚩	main_component	"b'\\U0001f6a9'"
1203	🍪	main_component	"b'\\U0001f36a'"
1204	🧞	main_component	"b'\\U0001f9de'"
1205	🚬	main_component	"b'\\U0001f6ac'"
1206	♾	main_component	"b'\\u267e'"
1207	🔧	complementary_component	"b'\\U0001f527'"
1208	💼	complementary_component	"b'\\U0001f4bc'"
1209	⚖	complementary_component	"b'\\u2696'"
1210	✈	complementary_component	"b'\\u2708'"
1211	💋	complementary_component	"b'\\U0001f48b'"
1212	🗨	complementary_component	"b'\\U0001f5e8'"
1213	❤	complementary_component	"b'\\u2764'"
1214	🦰	complementary_component	"b'\\U0001f9b0'"
1215	🎓	complementary_component	"b'\\U0001f393'"
1216	🌈	complementary_component	"b'\\U0001f308'"
1217	♀	complementary_component	"b'\\u2640'"
1218	♂	complementary_component	"b'\\u2642'"
1219	🦳	complementary_component	"b'\\U0001f9b3'"
1220	🎨	complementary_component	"b'\\U0001f3a8'"
1221	☠	complementary_component	"b'\\u2620'"
1222	🎤	complementary_component	"b'\\U0001f3a4'"
1223	🔬	complementary_component	"b'\\U0001f52c'"
1224	🦲	complementary_component	"b'\\U0001f9b2'"
1225	🌾	complementary_component	"b'\\U0001f33e'"
1226	👧	complementary_component	"b'\\U0001f467'"
1227	🦱	complementary_component	"b'\\U0001f9b1'"
1228	💻	complementary_component	"b'\\U0001f4bb'"
1229	🍳	complementary_component	"b'\\U0001f373'"
1230	👨	complementary_component	"b'\\U0001f468'"
1231	👩	complementary_component	"b'\\U0001f469'"
1232	🚀	complementary_component	"b'\\U0001f680'"
1233	🏭	complementary_component	"b'\\U0001f3ed'"
1234	🏫	complementary_component	"b'\\U0001f3eb'"
1235	👦	complementary_component	"b'\\U0001f466'"
1236	⚕	complementary_component	"b'\\u2695'"
1237	🚒	complementary_component	"b'\\U0001f692'"
1238	🏻	tone	"b'\\U0001f3fb'"
1239	🏿	tone	"b'\\U0001f3ff'"
1240	🏽	tone	"b'\\U0001f3fd'"
1241	🏾	tone	"b'\\U0001f3fe'"
1242	🏼	tone	"b'\\U0001f3fc'"
1243	🇧	letter	"b'\\U0001f1e7'"
1244	🇺	letter	"b'\\U0001f1fa'"
1245	🇮	letter	"b'\\U0001f1ee'"
1246	🇸	letter	"b'\\U0001f1f8'"
1247	🇱	letter	"b'\\U0001f1f1'"
1248	🇦	letter	"b'\\U0001f1e6'"
1249	🇷	letter	"b'\\U0001f1f7'"
1250	🇨	letter	"b'\\U0001f1e8'"
1251	🇿	letter	"b'\\U0001f1ff'"
1252	🇭	letter	"b'\\U0001f1ed'"
1253	🇲	letter	"b'\\U0001f1f2'"
1254	🇬	letter	"b'\\U0001f1ec'"
1255	🇶	letter	"b'\\U0001f1f6'"
1256	🇼	letter	"b'\\U0001f1fc'"
1257	🇯	letter	"b'\\U0001f1ef'"
1258	🇩	letter	"b'\\U0001f1e9'"
1259	🇻	letter	"b'\\U0001f1fb'"
1260	🇪	letter	"b'\\U0001f1ea'"
1261	🇹	letter	"b'\\U0001f1f9'"
1262	🇫	letter	"b'\\U0001f1eb'"
1263	🇽	letter	"b'\\U0001f1fd'"
1264	🇰	letter	"b'\\U0001f1f0'"
1265	🇾	letter	"b'\\U0001f1fe'"
1266	🇳	letter	"b'\\U0001f1f3'"
1267	🇴	letter	"b'\\U0001f1f4'"
1268	🇵	letter	"b'\\U0001f1f5'"
1269	󠁳	modifier	"b'\\U000e0073'"
1270	󠁣	modifier	"b'\\U000e0063'"
1271	󠁮	modifier	"b'\\U000e006e'"
1272	󠁷	modifier	"b'\\U000e0077'"
1273	󠁧	modifier	"b'\\U000e0067'"
1274	󠁿	modifier	"b'\\U000e007f'"
1275	️	modifier	"b'\\ufe0f'"
1276	⃣	modifier	"b'\\u20e3'"
1277	󠁬	modifier	"b'\\U000e006c'"
1278	󠁴	modifier	"b'\\U000e0074'"
1279	󠁥	modifier	"b'\\U000e0065'"
1280	󠁢	modifier	"b'\\U000e0062'"
1281	‍	joiner	"b'\\u200d'"
1282	*	keycapped_char	b'*'
1283	7	keycapped_char	b'7'
1284	8	keycapped_char	b'8'
1285	2	keycapped_char	b'2'
1286	3	keycapped_char	b'3'
1287	6	keycapped_char	b'6'
1288	0	keycapped_char	b'0'
1289	5	keycapped_char	b'5'
1290	#	keycapped_char	b'#'
1291	9	keycapped_char	b'9'
1292	1	keycapped_char	b'1'
1293	4	keycapped_char	b'4'
